City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
389,Qasigiannguit,GL,2022-05-09 20:21:28,68.8193,-51.1922,26.85,86,100,10.11
390,Cooma,AU,2022-05-09 20:21:29,-36.2333,149.1333,38.97,100,100,0.0
391,Garoua,CM,2022-05-09 20:21:29,9.3,13.4,77.4,83,40,8.05
392,Upernavik,GL,2022-05-09 20:21:30,72.7868,-56.1549,26.35,86,100,2.15
393,Vila Franca Do Campo,PT,2022-05-09 20:21:30,37.7167,-25.4333,64.81,71,2,4.14
394,Amuntai,ID,2022-05-09 20:16:50,-2.4177,115.2494,72.45,98,100,1.97
395,Ewa Beach,US,2022-05-09 20:17:48,21.3156,-158.0072,84.15,53,75,11.5
396,Auray,FR,2022-05-09 20:21:31,47.6703,-2.9918,63.68,88,100,6.04
397,Los Llanos De Aridane,ES,2022-05-09 20:21:31,28.6585,-17.9182,66.13,89,0,11.5
398,Byron Bay,AU,2022-05-09 20:21:32,-28.65,153.6167,61.95,74,100,10.29
399,Solnechnyy,RU,2022-05-09 20:21:32,50.7214,136.6319,38.59,85,5,2.15
400,Paranaiba,BR,2022-05-09 20:21:33,-19.6772,-51.1908,86.31,35,1,2.24
401,Praya,CV,2022-05-09 20:21:33,14.9215,-23.5087,73.94,73,75,18.41
402,Maningrida,AU,2022-05-09 20:21:34,-12.0667,134.2667,74.97,90,72,6.76
403,Lebu,CL,2022-05-09 20:17:09,-37.6167,-73.65,56.34,81,77,13.69
404,Goure,NE,2022-05-09 20:21:34,13.9835,10.2704,100.02,16,3,7.25
405,Sarh,TD,2022-05-09 20:21:35,9.1429,18.3923,85.91,70,0,0.0
406,Yarada,IN,2022-05-09 20:21:35,17.65,83.2667,86.32,62,75,19.57
407,Ban Phai,TH,2022-05-09 20:21:36,16.06,102.731,79.02,80,100,6.35
408,Balaipungut,ID,2022-05-09 20:21:36,1.05,101.2833,76.05,95,100,2.44
409,Tuatapere,NZ,2022-05-09 20:21:37,-46.1333,167.6833,47.43,86,84,3.29
410,Rock Springs,US,2022-05-09 20:21:37,41.5875,-109.2029,42.24,43,100,28.77
411,Roanoke Rapids,US,2022-05-09 20:21:37,36.4615,-77.6542,69.21,48,0,10.36
412,Kamariotissa,GR,2022-05-09 20:21:38,40.4833,25.4667,59.72,70,23,12.17
413,Poitiers,FR,2022-05-09 20:21:38,46.5833,0.3333,70.21,46,0,2.3
414,Tura,IN,2022-05-09 20:21:39,25.5198,90.2201,72.5,90,99,4.76
415,Sotouboua,TG,2022-05-09 20:21:39,8.5667,0.9833,75.52,90,100,5.53
416,Chernukha,RU,2022-05-09 20:21:40,55.5974,43.7556,37.24,97,100,13.0
417,Carini,IT,2022-05-09 20:22:40,38.1567,13.1776,60.69,93,20,5.75
418,Uddevalla,SE,2022-05-09 20:22:41,58.3478,11.9424,54.99,54,98,3.0
419,Mahon,ES,2022-05-09 20:22:41,39.8885,4.2658,61.36,72,0,2.3
420,Mahibadhoo,MV,2022-05-09 20:22:41,3.7833,72.9667,84.16,79,100,19.89
421,Wagar,SD,2022-05-09 20:22:42,16.1525,36.2032,88.83,16,21,20.02
422,Birao,CF,2022-05-09 20:22:42,10.2849,22.7882,90.07,16,100,5.19
423,Dingli,MT,2022-05-09 20:22:43,35.8614,14.3822,59.81,88,40,3.44
424,Moerai,PF,2022-05-09 20:22:43,-22.4333,-151.3333,78.49,70,11,3.85
425,Itarema,BR,2022-05-09 20:22:44,-2.9248,-39.9167,76.39,93,99,5.21
426,Kapuskasing,CA,2022-05-09 20:22:44,49.4169,-82.4331,77.09,15,75,23.02
427,Havelock,US,2022-05-09 20:20:38,34.8791,-76.9013,69.78,57,75,21.85
428,Kuusamo,FI,2022-05-09 20:22:45,65.9667,29.1833,35.64,75,0,5.75
429,Padang,ID,2022-05-09 20:22:45,-0.9492,100.3543,79.52,85,100,3.62
430,Santiago De Chuco,PE,2022-05-09 20:22:46,-8.15,-78.1833,61.3,61,84,3.29
431,Kota Belud,MY,2022-05-09 20:22:46,6.351,116.4305,76.75,92,100,3.85
432,Ixtapa,MX,2022-05-09 20:19:48,20.7,-105.2,81.63,65,0,11.5
433,Tatarsk,RU,2022-05-09 20:22:47,55.219,75.9828,50.27,53,22,7.09
434,Tabou,CI,2022-05-09 20:22:47,4.423,-7.3528,80.51,78,49,6.93
435,Nanortalik,GL,2022-05-09 20:22:47,60.1432,-45.2371,37.02,86,18,11.23
436,San Andres,CO,2022-05-09 20:22:48,12.5847,-81.7006,86.02,74,40,9.22
437,Trujillo Alto,PR,2022-05-09 20:22:48,18.3547,-66.0074,90.59,60,40,17.27
438,Chokurdakh,RU,2022-05-09 20:22:49,70.6333,147.9167,25.57,97,100,7.18
439,Ifo,NG,2022-05-09 20:22:49,6.8144,3.1958,76.62,85,98,2.59
440,Sur,OM,2022-05-09 20:22:50,22.5667,59.5289,86.38,56,0,9.82
441,Adrar,MR,2022-05-09 20:22:50,20.5022,-10.0711,92.62,8,43,10.49
442,Marfino,RU,2022-05-09 20:22:51,55.7028,37.3822,41.16,69,0,6.71
443,Phuket,TH,2022-05-09 20:22:51,8.0,98.25,86.13,89,20,0.0
444,Zhanaozen,KZ,2022-05-09 20:22:52,43.3,52.8,52.93,76,100,24.87
445,Terrace,CA,2022-05-09 20:21:59,54.5163,-128.6035,55.31,54,75,13.8
446,Cartagena,CO,2022-05-09 20:18:26,10.3997,-75.5144,89.22,70,20,18.41
447,Santa Cruz De Tenerife,ES,2022-05-09 20:20:19,28.4682,-16.2546,71.78,81,0,8.9
448,Pisco,PE,2022-05-09 20:22:52,-13.7,-76.2167,71.65,64,62,24.16
449,Houma,US,2022-05-09 20:22:53,29.5958,-90.7195,91.0,65,40,12.66
450,Zenzeli,RU,2022-05-09 20:22:53,45.9241,47.0474,49.84,89,100,8.68
451,Lovozero,RU,2022-05-09 20:22:54,68.005,35.0117,31.59,79,51,9.4
452,Omsukchan,RU,2022-05-09 20:22:54,62.5333,155.8,23.61,89,91,7.29
453,Hachinohe,JP,2022-05-09 20:22:55,40.5,141.5,43.56,66,0,9.28
454,Tezu,IN,2022-05-09 20:22:55,27.9167,96.1667,70.79,86,6,2.89
455,Luanda,AO,2022-05-09 20:22:55,-8.8368,13.2343,76.17,89,12,7.94
456,San Quintin,MX,2022-05-09 20:22:56,30.4833,-115.95,63.37,61,0,23.35
457,Mubi,NG,2022-05-09 20:22:56,10.2676,13.2644,82.65,56,100,7.81
458,Chilapa,MX,2022-05-09 20:22:57,22.032,-105.2317,97.56,30,0,14.45
459,La Primavera,CO,2022-05-09 20:22:57,5.4906,-70.4092,85.57,67,98,3.67
460,Abu Dhabi,AE,2022-05-09 20:20:59,24.4667,54.3667,84.22,48,0,16.11
461,Pangody,RU,2022-05-09 20:22:58,65.85,74.4859,34.5,98,100,12.64
462,Aden,YE,2022-05-09 20:22:58,12.7794,45.0367,84.9,70,8,6.26
463,Rio Bravo,MX,2022-05-09 20:23:59,25.9833,-98.1,94.98,49,0,20.15
464,Port Macquarie,AU,2022-05-09 20:23:59,-31.4333,152.9167,53.89,81,96,5.17
465,Camopi,GF,2022-05-09 20:24:00,3.1655,-52.3158,79.59,90,38,3.51
466,Purranque,CL,2022-05-09 20:24:00,-40.9167,-73.1667,52.29,72,99,3.85
467,Owando,CG,2022-05-09 20:24:00,-0.4819,15.8999,73.4,94,84,0.65
468,Sao Jose Da Coroa Grande,BR,2022-05-09 20:24:01,-8.8978,-35.1478,78.58,73,100,8.12
469,Flin Flon,CA,2022-05-09 20:24:01,54.7682,-101.865,64.24,32,75,0.0
470,Maxixe,MZ,2022-05-09 20:24:02,-23.8597,35.3472,68.86,86,53,3.4
471,Porto Santo,PT,2022-05-09 20:24:02,33.072,-16.3415,64.78,88,20,14.97
472,Shubarshi,KZ,2022-05-09 20:24:03,48.5872,57.1869,52.41,90,100,16.28
473,Los Aquijes,PE,2022-05-09 20:24:03,-14.0967,-75.6908,85.01,34,55,6.82
474,Uman,UA,2022-05-09 20:24:04,48.7484,30.2218,46.94,63,14,6.82
475,Matara,LK,2022-05-09 20:24:04,5.9485,80.5353,81.03,85,100,14.34
476,Price,US,2022-05-09 20:21:52,39.5994,-110.8107,54.66,16,0,17.27
477,Pemba,MZ,2022-05-09 20:24:05,-12.974,40.5178,79.5,78,20,10.36
478,Provideniya,RU,2022-05-09 20:24:05,64.3833,-173.3,32.41,85,9,7.11
479,Belmonte,BR,2022-05-09 20:24:06,-15.8631,-38.8828,76.53,76,2,13.09
480,Sokoni,TZ,2022-05-09 20:24:06,-6.4333,39.55,81.12,78,62,12.44
481,Atasu,KZ,2022-05-09 20:24:07,48.6814,71.6433,54.75,38,93,18.41
482,Broome,US,2022-05-09 20:24:07,42.2506,-75.833,72.37,18,0,11.5
483,Altamirano,MX,2022-05-09 20:24:08,16.8833,-92.15,85.93,21,84,6.35
484,Waldoboro,US,2022-05-09 20:24:08,44.0954,-69.3756,70.56,35,2,10.6
485,Acari,PE,2022-05-09 20:24:09,-15.4311,-74.6158,76.08,56,26,9.22
486,Initao,PH,2022-05-09 20:24:09,8.4997,124.3039,76.98,85,100,5.32
487,Basco,PH,2022-05-09 20:19:29,20.4487,121.9702,82.99,71,40,16.35
488,Tougan,BF,2022-05-09 20:24:10,13.0667,-3.0667,97.0,7,3,10.4
489,Petrivka,UA,2022-05-09 20:24:10,46.9695,30.9591,56.44,65,74,9.91
490,Lingao,CN,2022-05-09 20:24:10,19.9103,109.6859,76.21,92,100,5.08
491,Huarmey,PE,2022-05-09 20:24:11,-10.0681,-78.1522,70.57,75,3,12.57
492,Madimba,TZ,2022-05-09 20:24:11,-10.4,40.3333,75.78,88,0,9.24
493,Bondo,CD,2022-05-09 20:24:12,3.8146,23.6866,67.35,99,100,3.27
494,Hami,CN,2022-05-09 20:24:12,42.8,93.45,63.54,15,0,16.84
495,Sungaipenuh,ID,2022-05-09 20:24:13,-2.0833,101.3833,66.25,94,98,2.86
496,Asifabad,IN,2022-05-09 20:24:13,19.3667,79.2833,92.07,20,75,1.86
497,Awbari,LY,2022-05-09 20:24:14,26.5921,12.7805,77.99,16,42,7.87
498,Chumikan,RU,2022-05-09 20:24:14,54.7183,135.315,25.86,91,58,4.21
499,Mitsamiouli,KM,2022-05-09 20:24:14,-11.3847,43.2844,81.14,77,43,6.2
500,Havre-Saint-Pierre,CA,2022-05-09 20:24:15,50.2334,-63.5986,55.76,35,0,8.05
501,Atambua,ID,2022-05-09 20:24:15,-9.1061,124.8925,70.52,82,100,4.59
502,Alugan,PH,2022-05-09 20:24:16,12.2188,125.4808,79.56,85,100,9.46
503,Neijiang,CN,2022-05-09 20:24:16,29.5835,105.0622,65.66,92,82,5.44
504,Salto,UY,2022-05-09 20:23:51,-31.3833,-57.9667,71.87,67,100,2.24
505,Inuvik,CA,2022-05-09 20:24:17,68.3499,-133.7218,47.16,45,75,6.91
506,Birobidzhan,RU,2022-05-09 20:24:17,48.8,132.95,51.48,47,5,4.99
507,Fort Nelson,CA,2022-05-09 20:24:18,58.8053,-122.7002,31.59,74,100,6.91
508,Manhattan,US,2022-05-09 20:22:08,40.7834,-73.9662,73.62,20,0,17.27
509,Kawalu,ID,2022-05-09 20:24:18,-7.3817,108.2082,75.16,92,99,2.21
510,Yeniseysk,RU,2022-05-09 20:24:19,58.4497,92.1703,27.91,88,8,3.09
511,Glenwood Springs,US,2022-05-09 20:24:19,39.5505,-107.3248,67.41,25,40,23.02
512,Sinnamary,GF,2022-05-09 20:25:20,5.3833,-52.95,80.42,79,8,9.98
513,Hohhot,CN,2022-05-09 20:25:20,40.8106,111.6522,52.09,76,67,4.47
514,Vila Do Maio,CV,2022-05-09 20:25:21,15.1333,-23.2167,74.19,83,23,11.34
515,Vestmannaeyjar,IS,2022-05-09 20:25:21,63.4427,-20.2734,46.98,80,100,3.65
516,Puerto Del Rosario,ES,2022-05-09 20:25:22,28.5004,-13.8627,71.35,73,0,11.5
517,Balkanabat,TM,2022-05-09 20:25:22,39.5108,54.3671,62.35,41,0,9.06
518,Port Blair,IN,2022-05-09 20:25:23,11.6667,92.75,82.92,82,100,16.06
519,Aksu,CN,2022-05-09 20:25:23,41.1231,80.2644,74.77,24,5,4.38
520,Capaccio,IT,2022-05-09 20:25:24,40.4244,15.0809,58.06,85,19,4.27
521,Clyde River,CA,2022-05-09 20:25:24,70.4692,-68.5914,23.23,86,100,29.93
522,Bayan,CN,2022-05-09 20:25:25,46.0833,127.4,55.06,31,77,12.77
523,Racine,US,2022-05-09 20:25:25,42.7495,-88.0751,79.95,60,10,16.11
524,Gombong,ID,2022-05-09 20:25:26,-7.6072,109.5142,78.98,92,97,1.34
525,Corona,US,2022-05-09 20:23:48,33.8753,-117.5664,72.91,46,20,14.97
526,Cochrane,CA,2022-05-09 20:25:26,51.1834,-114.4687,44.87,83,20,11.5
527,Yulara,AU,2022-05-09 20:25:26,-25.2406,130.9889,48.04,53,0,10.36
528,Krasnyy Chikoy,RU,2022-05-09 20:25:27,50.3643,108.7512,25.59,80,95,9.46
529,Henties Bay,NA,2022-05-09 20:25:27,-22.116,14.2845,63.91,59,0,2.95
530,Kaduy,RU,2022-05-09 20:25:28,59.2,37.15,35.62,90,61,6.42
531,The Valley,AI,2022-05-09 20:25:28,18.217,-63.0578,85.86,70,20,13.8
532,Aswan,EG,2022-05-09 20:25:29,24.0934,32.907,90.36,12,96,16.78
533,Hofn,IS,2022-05-09 20:20:47,64.2539,-15.2082,47.08,78,100,1.86
534,Artyshta,RU,2022-05-09 20:25:29,54.1222,86.2909,35.42,50,0,1.43
535,Aquiraz,BR,2022-05-09 20:25:30,-3.9014,-38.3911,82.49,77,100,4.97
536,Sibu,MY,2022-05-09 20:25:30,2.3,111.8167,77.31,94,40,0.0
537,Presidencia Roque Saenz Pena,AR,2022-05-09 20:25:31,-26.7852,-60.4388,64.4,91,100,1.79
538,Seoul,KR,2022-05-09 20:23:25,37.5683,126.9778,54.84,82,0,2.3
539,Conceicao Da Barra,BR,2022-05-09 20:25:31,-18.5933,-39.7322,75.0,68,15,10.78
540,Saint-Ambroise,CA,2022-05-09 20:25:32,48.5501,-71.3324,72.9,30,1,4.74
541,Aykino,RU,2022-05-09 20:25:32,62.2248,49.9922,33.71,96,100,7.87
542,Kasempa,ZM,2022-05-09 20:25:33,-13.4584,25.8338,66.22,57,67,3.96
543,Santa Cruz,BO,2022-05-09 20:25:26,-17.8,-63.1667,86.05,54,40,13.8
544,Nago,JP,2022-05-09 20:25:33,26.5881,127.9761,70.23,83,100,5.48
545,Dunda,TZ,2022-05-09 20:25:34,-8.1167,34.25,63.09,77,0,3.6
546,Canchungo,GW,2022-05-09 20:25:34,12.0672,-16.0333,77.13,73,60,8.81
547,Hanyang,CN,2022-05-09 20:25:34,32.1371,105.5126,61.29,84,0,3.31
548,Mumford,GH,2022-05-09 20:25:35,5.2618,-0.759,82.13,82,100,14.41
549,Hearst,CA,2022-05-09 20:25:35,49.6835,-83.6665,70.05,20,92,14.41
550,Tevaitoa,PF,2022-05-09 20:25:36,-16.7833,-151.5,81.88,73,14,14.99
551,Manokwari,ID,2022-05-09 20:25:36,-0.8667,134.0833,79.92,79,100,1.39
552,Opelousas,US,2022-05-09 20:25:37,30.5335,-92.0815,90.9,51,0,11.5
553,Nicoya,CR,2022-05-09 20:25:37,10.1483,-85.452,87.58,61,98,5.97
554,Beyneu,KZ,2022-05-09 20:25:38,45.3167,55.2,55.78,84,91,19.86
555,Farah,AF,2022-05-09 20:26:38,32.5,62.5,76.95,35,0,5.46
556,Santa Vitoria Do Palmar,BR,2022-05-09 20:23:50,-33.5189,-53.3681,65.8,78,74,6.02
557,Mayumba,GA,2022-05-09 20:26:39,-3.432,10.6554,78.31,92,75,5.91
558,Capao Bonito,BR,2022-05-09 20:26:39,-24.0058,-48.3494,65.91,76,79,7.78
559,Omboue,GA,2022-05-09 20:26:40,-1.5746,9.2618,79.48,90,97,8.34
560,Yumen,CN,2022-05-09 20:26:40,40.2833,97.2,53.28,25,100,10.51
561,Hvolsvollur,IS,2022-05-09 20:26:41,63.7533,-20.2243,48.81,69,100,1.01
562,Mareeba,AU,2022-05-09 20:26:41,-17.0,145.4333,72.45,94,98,8.46
563,Bangkok,TH,2022-05-09 20:26:42,13.75,100.5167,80.49,97,96,6.35
564,Iwanai,JP,2022-05-09 20:26:42,42.9744,140.5089,45.59,57,1,3.42
565,Namibe,AO,2022-05-09 20:26:42,-15.1961,12.1522,73.24,63,0,10.11
566,Raymondville,US,2022-05-09 20:26:43,26.4815,-97.7831,95.0,46,2,19.69
567,Tahe,CN,2022-05-09 20:26:43,52.3333,124.7333,53.67,37,100,7.38
568,Hokitika,NZ,2022-05-09 20:26:44,-42.7167,170.9667,52.32,81,6,6.62
569,Ko Samui,TH,2022-05-09 20:26:44,9.5357,99.9357,83.57,76,100,11.83
570,Cayenne,GF,2022-05-09 20:26:45,4.9333,-52.3333,84.24,1,75,11.5
571,Raudeberg,NO,2022-05-09 20:26:45,61.9875,5.1352,51.87,46,100,25.43
572,Lang Son,VN,2022-05-09 20:26:45,21.8333,106.7333,72.95,95,99,2.91
573,Pilar,BR,2022-05-09 20:23:37,-9.5972,-35.9567,80.53,80,100,4.99
574,Zambezi,ZM,2022-05-09 20:26:46,-13.5432,23.1047,65.71,57,0,5.06
575,Krasnaya Gora,RU,2022-05-09 20:26:46,52.9995,31.6023,40.68,65,9,7.43
576,Laguna,US,2022-05-09 20:26:47,38.421,-121.4238,65.01,39,40,12.66
577,Comodoro Rivadavia,AR,2022-05-09 20:26:47,-45.8667,-67.5,58.86,33,0,10.36
578,Vangazi,LV,2022-05-09 20:26:48,57.0936,24.5486,40.64,82,14,1.5
579,Miyako,JP,2022-05-09 20:23:21,39.6367,141.9525,44.62,64,0,5.91
580,Kamennomostskoye,RU,2022-05-09 20:26:48,43.7372,43.0514,41.38,80,12,7.29
581,Fallon,US,2022-05-09 20:26:49,39.4735,-118.7774,48.07,28,75,5.75
582,Takoradi,GH,2022-05-09 20:26:49,4.8845,-1.7554,81.07,81,97,10.92
583,Salvador,SV,2022-05-09 20:26:50,13.8333,-88.9167,86.04,48,100,4.52
